material_id,ID_user,date_publication,faculty,course,subject,type_material,topic,description_material,files_id,like_advice,dislike_advice
1,802587774,2024-11-17,Информатика и вычислительная техника,1 курс,Операционные системы,lecture,Основы программирования,этой лекции рассматриваются основные понятия операционных систем,"[{'type': 'photo', 'file_id': 'AgACAgIAAxkBAAI-dWc53k_X30_3L1_TqrSis9UGdefxAAIp4jEbC7nQSf7ckqDrDd9RAQADAgADeAADNgQ'}, {'type': 'photo', 'file_id': 'AgACAgIAAxkBAAI-dmc53k-Kv6BBv-pgHLZtDNGuQronAAIo4jEbC7nQSWU2NQ3ZbZR6AQADAgADeAADNgQ'}]",0,0
